s,x,y,psi,kappa
381.5073820910248,-201.11106255798978,322.52395890325323,1.6082750319144232,-0.02021405796845938
393.0682118513589,-199.92479934297398,333.97815186323226,1.2699679476008976,-0.051502154215714496
404.62904161169297,-193.04145665187957,342.97383312522965,0.5613632152112248,-0.06331286658956077
416.1898713720271,-181.99068524547124,345.9161652156371,0.03169258271930808,-0.03193250783764342
427.75070113236114,-170.55664211990475,344.46483689122505,-0.24093997606532033,-0.011532084301030449
439.31153089269526,-159.4908504623438,341.1330083674805,-0.34398473422407183,-0.00979206896298532
450.8723606530293,-148.77242525679287,336.8057703867047,-0.40992101626833616,-0.003234972403840602
462.43319041336343,-138.2475939889762,332.02340024661555,-0.4415588129910995,-0.0023377496060120427
473.9940201736975,-127.85196159352446,326.96573379240596,-0.4617501895272645,-0.0011807803005284866
485.5548499340316,-117.5295882583294,321.7599071175019,-0.4712346935463463,-0.0005337930991878996
497.11567969436567,-107.23984633346018,316.4898119052288,-0.4744758126420266,-4.59396636230215e-05
508.6765094546998,-96.95500337783166,311.2101542116327,-0.47378876914807294,9.844376861827954e-05
520.2373392150339,-86.6652038536972,305.9401630827112,-0.47301855366374496,1.8679910794650696e-05
531.798168975368,-76.37476096395699,300.6714282440513,-0.47374397812955726,-0.00016724359348151244
543.358998735702,-66.0953603828407,295.38118991792896,-0.4774793898175631,-0.0004909545731802948
554.9198284960361,-55.84602456973882,290.0329594674596,-0.48502296789302707,-0.0008106737411645643
566.4806582563701,-45.647520213429594,284.588452350406,-0.49637768575515206,-0.0011586032989995632
578.0414880167043,-35.522308481954255,279.0088602215743,-0.5113884435788929,-0.0013887431054527655
589.6023177770384,-25.48631676341007,273.2703379603564,-0.5273706933415091,-0.0013517562420576115
601.1631475373724,-15.541682421008773,267.3748959447289,-0.5429373497970131,-0.0013803273126648974
612.7239772977065,-5.6938223265522705,261.3191944696351,-0.5602075044498194,-0.0016364058442297335
624.2848070580407,4.03748706785735,255.0779641124818,-0.5808907115230834,-0.00191448343283954
635.8456368183747,13.630349413055242,248.62599893685658,-0.6032051497928722,-0.0018753911579320135
647.4064665787088,23.082897148095913,241.97012739195705,-0.6232001838016129,-0.0015796659603349557
658.9672963390428,32.410933762798116,235.14081179590076,-0.6405111063788206,-0.0014639689414224766
670.528126099377,41.62091434985062,228.1530834562246,-0.6576977446084313,-0.0015103821062057805
682.0889558597111,50.708416756546605,221.00677001879595,-0.6749597500992464,-0.001451713552197066
693.6497856200451,59.6753878361727,213.70975732040878,-0.6909124064938849,-0.0013073566239245958
705.2106153803792,68.53045384358096,206.27732970926206,-0.7054999434529238,-0.0012383060086887513
716.7714451407134,77.27698589826768,198.71747874318552,-0.7201949990959196,-0.0013385625888210774
728.3322749010474,85.90372007284904,191.02123511231045,-0.7373371409080982,-0.001658361615627052
739.8931046613815,94.38110581323554,183.16084409642346,-0.7585286119579807,-0.001926481823806137
751.4539344217155,102.68900836242594,175.12155547605053,-0.7783006094328305,-0.0013695254547293411
763.0147641820496,110.87000967367105,166.95310329937314,-0.7895304369914856,-0.0006436439061299944
774.5755939423838,118.9857964412016,158.71983486476623,-0.7951497491336362,-0.0003845610458731417
786.1364237027178,127.06318894977476,150.44889243552223,-0.7992584891614005,-0.00034787144777401717
797.6972534630519,135.10690235286063,142.14519417927983,-0.8033640059650006,-0.0003568263679475581
809.2580832233859,143.11696924485946,133.80903471388868,-0.807201776624543,-0.0002945416940560739
820.8189129837201,151.09876639796278,125.4458016829198,-0.8100945059746719,-0.00021056017004242674
832.3797427440542,159.05977787778946,117.06277921732722,-0.8122558694590795,-0.00017120057397494864
843.9405725043882,167.0038419072852,108.66369467080577,-0.8142144453472708,-0.00017337874063990498
855.5014022647223,174.93092183919754,100.2485785472309,-0.8163268912437276,-0.00019102340627565528
867.0622320250565,182.8396497543838,91.81621232071987,-0.8185173769051513,-0.00018180294154248065
878.6230617853905,190.73078744034999,83.36738218105334,-0.8204597226609606,-0.00015452571688836833
890.1838915457246,198.60664187769208,74.90430323038164,-0.8221722089815947,-0.00014757032452818072
901.7447213060586,206.4677114326605,66.42748913207896,-0.8240289986008242,-0.00018085657270053849
913.3055510663928,214.31071228252844,57.93395413859425,-0.8265068067210597,-0.00025283418692870923
924.8663808267269,222.12880247007135,49.417482786335746,-0.8298985076386259,-0.00033044687783634693
936.4272105870609,229.91472526197296,40.871592967672456,-0.8339490204044367,-0.0003569677524700564
947.988040347395,237.66601693081404,32.2942789407777,-0.8378274789973208,-0.0003008988390040063
959.548870107729,245.3879786390492,23.690551681277135,-0.8406494454813499,-0.0001787455940744161
971.1096998680632,253.0924753311701,15.071182823416803,-0.8418037878658464,-1.4713353065196155e-05
982.6705296283973,260.7958258577897,6.450789551047256,-0.8408389531442748,0.0001893803149769606
994.2313593887313,268.51853821454426,-2.1522632106077437,-0.8371822559016403,0.00045997844857971124
1005.7921891490654,276.28827560553134,-10.712869778736577,-0.8295426698539469,0.0009090920218064653
1017.3530189093996,284.15133467433685,-19.187806079597177,-0.8143647100690723,0.0018279513131590373
1028.9138486697336,292.1981023500762,-27.488312299313012,-0.784288083660219,0.0034628255754001916
1040.4746784300678,300.5699791222558,-35.46017716320651,-0.7344752226512777,0.005056180656631124
1052.0355081904017,309.38895816805797,-42.933806426425456,-0.6695543253623228,0.006076251767011665
1063.596337950736,318.7025876116187,-49.78101068601319,-0.5988732784526929,0.005763541973399923
1075.1571677110699,328.4358402779235,-56.0184757454178,-0.5463980668294414,0.0029659824561386423
1086.717997471404,338.3733328349569,-61.926057422903,-0.5332077902641411,-0.0005928393821457367
1098.2788272317382,348.27639577048376,-67.89111189623212,-0.5559486402722031,-0.003125686611961025
1109.8396569920722,357.9639380335311,-74.20064845946864,-0.6015380439918953,-0.004641683269846982
1121.4004867524063,367.30250459094924,-81.01686022665334,-0.6614844835471896,-0.005684956103423322
1132.9613165127403,376.17431381782063,-88.4310932292631,-0.7325497401682345,-0.006600445935660055
1144.5221462730744,384.45505673380706,-96.50060803709196,-0.8141665043905325,-0.007510410333830379
1156.0829760334086,392.0054937882721,-105.25744866366628,-0.9057976513755255,-0.008262904280148864
1167.6438057937426,398.69334611348046,-114.68945113834917,-1.0021492691829266,-0.008214229566368523
1179.2046355540767,404.4678540506048,-124.70620279041717,-1.09115292263938,-0.006988562452684622
1190.765465314411,409.4198116458534,-135.15396699231042,-1.1618619700292852,-0.005263672259887916
1202.3262950747448,413.7219113962507,-145.88500309804144,-1.2147007401950216,-0.003993372098130799
1213.887124835079,417.51559915673744,-156.80598814863293,-1.257281753213111,-0.003504903099975993
